tweet,label
اوجعتني جل ضحك وسط حضن تقول ابالغ في حزن الله على ياموجعني الله على لما,sadness
و متزعليش من قسا دنيا و عناد عجيب انا كنت فاكر نفس قوي من نصيب هشام جخ,sadness
عزل هشام جنين بلا وكس الله ماتنفع رئيس مراجيح فضح الله فضح,anger
كل عام نتا خير صوة جلب فرح تلقاء عيد ميلاد عبدالمجيد عبدالله,love
دهي سؤال لي عايش في مصر كل يوم خازوق اصلا,anger
دهبيه الاوليمبياد في انفولو ناس,none
حمد له ع اوف خميس صدق من شاف مصيب غير أهوى على مصيب جلا داوم كره تضام مع,sympathy
الاطفال امانه بايديكم انتبهوعليهم من قرب ناس لكم لاتخلوهم بلحالهم مع اي حدا عطا حق من وقت لاتهملوهم واسمعولهم وابعدوهم عنالاجهزه,sympathy
خايف صبر لب أمال,fear
تستهبل يو ار جوكينق ترك وحدان ليف مي ون اريد ان اوضح اي ونى تو اكسبلين,joy
انا داخل الاوليمبياد ان شاء الله وميداليه مضمون سر الدعا والسجده,none
انا من اهل الباحه وارى تحسن كبير جدا في طريق تفكير مجتمع خلال الثلاث سنوات الاخيره,love
متابع ناطق اسم حرك حماس سام بوى زهرة ان نتنياهو بقى رمز للارهاب والاجرام الاسرائيلي لن تفلح اكاذيبه في تغير صور الدمويه,anger
ما أوصل صوت قلب ماتحس اني اشتاق لكايموشنسالب رمز رمز حزين لما وجع موجوع لما وجع حزن حزين دمع دموع دموع,sadness
حمد بوى غوش فاز ب ذهب للاردن ف الاوليمبياد وزن غم ع منافس روس اعتبر الميداليه الاولي في تاريخ الاردن في الاولمبياد العالميه,none
انا غاي دلوقتي ماش عارف لما الاوليمبياد تخلص هعمل ايه,surprise
انا له وانا ال راجع حسن الله عز الله رحم من وفى أشفى مصاب,sympathy
لحن فرح ربع مليون محب لفا مبرو شاهد ل خير ان شاء الله حساب راقي افتخر به,joy
تر شعور مرعب,fear
سنوات علي فض رابع بشع مجزر في تاريخ مصر حديث لم ترحم ساجد لم تفرق بين رجل و المراه,sadness
دايم معى و روح فدى,joy
جد يا يم مسلسل نيللي وشريهان جامد اوي انا الله ماش مبطل فرج على علي اليتيوب جد نتا ختا كوميدا جامد جدا,love
خوف لي خلى ماش عارف فرح دا من سخف حاج ف دنيا,fear
لا قاس حب الاشخاص بثر رؤى هنا اشخاص استوطن قلب رغم قل لقاء بعض عقول احتاج,love
عرب محققوش ميدالية في الاوليمبياد غير لما انا دخل نمى تقريب و مركزتش معى ايموشنموجب,none
اكترى حاج قلق ان الاوليمبياد مشارك في عالم كل ال داعش قلق حسن يشاركو الايام الجايه ايموشنسالب,fear
برافو على هدايه الله كام نفس تكسب سيمة فاينال كم و تاخد دهب او فض بس جدع الله اي مصر في الاوليمبياد هو علا حارب مع نفس,joy
ايوه بق يا مين وحش مان فخر عرب,joy
انا عمر ما قول ان انا خايف غير بعد ما قلب اتمناكي,fear
ال هو صعد كاسي عالم ومنجبش اجوال فضل مجد عبد غن أذل رض,surprise
كلم من اخذتني ال عالم اخر لم استطاع بعد سماع باقة كلم ايموشنموجب عشششششق,love
تايوان والفلبين كسوف حقق ميدالية ذهب مسا في الاوليمبياد واحنا اصحاب سن حضار ندور ع تمثيل مشرف كفايه قل دبى كوس بق,sadness
حب هو سهل كره كتب عن صعب عمل قام به,love
بيوحشني صوة هامس بسرح لما تهامس في صوة لما يتلامس,joy
ككلمت ايلي هو طام على خلان اككلمه امبارح,joy
كن نتمني يا كابتن نتا كم تكون في الاوليمبياد كنت هتفرحنا اكيد,sadness
سحب فيدال و هوميلز الله خطير عثمان ديمبلي لاعب موهوبايموشنموجب دورتموند بايرن,love
دائم ما تشهد مباريات وسط جدول عديد من المفاجات,surprise
حت قرب شخاص خذل ما اقساها من خيب,sadness
قبل واحد بامكانها جعل جسد باكمله ابتسم امير,love
الاهلي فاز مجهود لاعب لم احتاج مساعد حكم او جن من جان اتحاد قدم لفا مبروك ملك جماهير الوفيه,joy
هل طهر داعش صحراء المصريه من الالغام,anger
لا جد خايفه غرد واتفشلايموشنموجب ايموشنموجب ايموشنموجب,fear
في داخل شدا قس ما من بكاء عين كثير من الاشخاص أبكى قلوب في صمت و عيون هادئ ابوصقر,sadness
مبيقهرنيش قد المشاركه في الاوليمبياد انتظار حظ نهو لعب عب فاز باي حاج تيجيتخطيط ميدالية يوكهدف رايحين من جله وكى,sadness
يارب أخذ بيد رب حفظ من شياط نسا وجن رب شفى شفا كل مريض,fear
بيجيبو كلام نفس,anger
ماخذبالقوه لن يستردالابالقوه والصهاينه اغتصب فلسطين قوه دعم استعمار وتواطيءوتخاذل عرب وخيانه بعض الفلسطينين,anger
تنامي عين لا أنام قلب يالبعثرات قلب ال هد مشتاق,sadness
جمهور الاهلي لازم تفرج علي نيجيري في الاوليمبياد عش يتابعو أجم جديد اجاي لي هيكون موهبه مهم جدا في مصر وافريقيا موسم جاي,none
الحريه لابراهيم ويوسف وزاهرالحريه للزمنالحريه للصحافه تضامن مع زمن,anger
المشكله انا خايفه من ضلة كيف اخطفايموشنموجب,fear
خايف دموع عين فضح كل ماطروا اسم دمع عين,fear
يم خايفه صدم جدار القريه او يهاجمونهمايموشنسالب زاد رصيد,fear
اللهم شفا مرض مرض مسلم,sympathy
ند معوض دعاء غباش برافو جد لاول بن مصر تروح الاوليمبياد في كره الطائره الشاطئيه وسن و سن,joy
تخيل دهي بتتفرج ع الاوليمبياد فج ايموشنموجب ايموشنموجب ايموشنموجب,none
تحميل كلام الاخ لبيب ما لا احتمل تقويل ناس ما لم تقلي ظلم كبير لا قبل به ونربا جميع ترفع عن بوى أحيا مصر لب,anger
ذكر رابع الثالثه اللهم انتقم من السيسي ظالم أخذ خذا عزيز مقتدر,anger
ياحلو أدان طار نعش خافق و أحيا,love
احتفال ذكر قن سويس الجديده جاء لافساد بهج حفل افتتاح الاوليمبياد,sadness
تكون لي حب كوى لك حظ,love
الاوليمبياد دي هتبقي فاتح خير ان شاء الله ايموشنموجب ايموشنموجب ايموشنموجب,joy
كم شتقت لك و لسع للقء روح تندي لما تسمع لندء اتعلم ملك انر كون بلضيء,joy
اني عشق اتخذ قرار من قدم يا تر اعزاري لا سلط في علا سلط راي راي خيار خيار زار دهي هيخرب بات,love
عاس النخيفي تعرض تهديد حسب الله و نعم وكيل مخلص من جلا وطن و شعب هم من تعرض لاسواء المعامله بينما لصوص,anger
اكترى حاج عجب في افتتاح ري دي جانيرو أحيا ال دول المشاركه في الاوليمبياد ل فلسطينايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب,joy
