,tweet,sentiment
2890,"استمعوا لحلقة جديدة من برنامج بسمة أمل - الفرق بين الاسم و المسمى ""القهوه الحرام"" !!	OBJ",
2891,بلال فضل ومصطفي النجار عن فاشية التعذيب في سجون وأقسام الشرطة بعد الانقلاب يكشف ان مصر ترتد لعصور العبودية، فظائع لا توصف,negative
2892,#محمود_سعد اعلامي قذر بعد اذاعة فيديو خيانة #حمدين قال لم اسمعه جيدا ولم يعلق عليه لانه ليس اعلامي بل افاق ومنافق حقير 4,negative
2893,كل يوم يزداد ايماني ان ربي حبيبي معي يارب لك الحمد جميع الامور ميسره بكل حب,positive
2895,إشاعة الأمل أبرك من الهري ونشر المعرفة خير من الإنسياق وراء قنابل دخان الإعلامولن يضيع الله دماء الشهداء إذا ظللنا نتمثل سيرهم وأحلامهم,neutral
2897,في #يوم_المرأة_العالمي نتذكر ليلى خالد ، فلسطينية مناضلة ضد الإحتلال الإسرائيلي وأول إمرأة تقوم بخطف أكثر من طائرة …,positive
2899,تواجدي خارج المملكة منعني مشاركتهم في تجهيز التيفو واعرف حجم التعب واﻻرهاق اللي يعانوه حالياً ويارب ﻻتضيع لهم تعب #الالتراس …,neutral
2900,الى من يعتبر الاخوان سلميين شاهد الان ضحايا اعتداءات الاخوان الوحشية على الابرياء في بين السرايات مع الاستاذ وائل الابراشي اخوان مجرمون,negative
2902,كفاية عندك التايملاين ولو لسه مش فاهم يبقى مش مشكلتي حتى الآن كل الردود اللي بتحاول اما سخافة او قلة أدب او محاولة من واحد مش فاهم لغة,negative
2906,اتوقع ان وجود التذاكر في ايدي بعض #الاتحادية وعرضها بسعر خيالي هو احدى الحلول الممكنة لسداد ديونهم ! #مؤلمة 😜 #الاهلي_الشباب,neutral
2909,أنا ارشح قيادات وشرعيي #جبهة_النصرة لنيل جائزة #أوسكار في التأليف المسرحي وكتابة القصة الخيالية القصيرة #ريتويت إذا كنت مؤيداً,positive
2913,التيار الشعبي وجبهة الانقاذ اكتشفا أخيرا أنهما بلا قيمة فى زمن الانقلاب بعد اعلان قانون التظاهر الجديد,negative
2914,لا للمحاكمات العسكرية,negative
2915,فى لفتة جميلة من د عبد المنعم ابو الفتوح قام بالأمس بزيارة مفاجئه للمتطوعين فى مقر الحملة بشارع رمسيس,positive
2918,#اخطر_انواع_النساء الخارجيات الحروريات اللاتي تجردن من الخُلق والإنسانية والأنوثة,negative
2919,سأبقى أحبك ولن أندم ويبقى حبك في قلبي والله أعلم,positive
2920,كتب احد السوريين الجيش امتص دمنا اربعين عاما ثم قتلنا نحن فى مصر عانينا نفس المأساة ولكن لستين عاما,negative
2925,الحد الأدنى والحد الأقصى #فسسسسسس,negative
2930,شفت فيديو موتني من الضحك في قناة الحافظ المذيع بيقول بلال فضل كاتب القافلة تبكي والخرفان تسيرواخد بالك قصده إيه فالشيخ رد يقصد الإخوان طبعا,neutral
2934,من المؤسف ان يتراجع الرئيس عن وعوده لقد وعد الرئيس مرسي المصريين بإصلاح تشكيل لجنة الدستور وهاهو يتراجع عن وعده وينقض العهد شيء معيب,negative
2935,"أبرز عناوين #الصحف ""#الإسرائيلية"" صباح يوم الثلاثاء	OBJ",
2936,تخبط غير عادي في هذه الحكومة ومن الرئاسة زيادة وإلغاء ضرائب في نفس اليوم يثبت انه ليس لديهما ادنى خطة او رؤية او نضج,negative
2939, دي الصفحة الاولى السطر الاول تحت الصورة	OBJ,
2942,عادي أشوف بنت حاطه بس مو عادي أشوف صبي حاط #استرجل #بطيت_جبدي #جربت_العقال,negative
2943,1 ده حلم قديم يبدو أنه اقترب تحققه بإذن اللهكان عندي مشروع مسرحية من كام سنة مع الفنانة سهير البابلي بس مااكتملش للأسفيامسهل,neutral
2945,يعني ناس قعدت تنكر تعرية ست البنات وبعدين قعدت تبرره مستني منهم فجأة ينتفضوا لكرامة الإنسانللأسف كلنا هندفع تمن غياب العدل في هذا البلد,negative
2946,1 #ضياء_رشوان هو واحد من أسوأ من تولى #نقابة_الصحفيين تآمر مبكرا مع #العسكر ومهد لهم الأجواء الإعلامية ل #الإنقلاب وشارك في قتل…,negative
2949,الف مبرررروك للعالمي ولجماهيرهـ  #النصر_الهلال,positive
2952,أعداد اليوم بمثابة الضربة القاضية لأي خالتي شرعية,neutral
2954,#السيسى_هايصالح أحمد عز وزينة وهاياخد العيال يربيهم علشان يتفرغوا لخلفة عيال تانية #الجيش_قتل_رضا #حاميها_حراميها #الداخلية_بلطجية #المشيرة,negative
2957,3 فكرتني بمقالة كنت كتبتها زمان في تحليل غنوة أشياؤه الصغرى تعذبها هابقى أعيد نشرها في المعصرة عشان الأجيال الجديدةتصبح على خير,neutral
2960,2050 البرادعي مواقفه انضف بكثير من بتوع أكبر قيادي إخواني أو سلفي ده تاريخ ومش هتعرفوا تغيروه الراجل ما بيريلش ع الكرسي,neutral
2961,الله ينور عليك يا دكتور عبد المنعم ابو الفتوح، الهي ما تنضام ابدا انا من عندياتي باحبك #3,positive
2963,غضب ربنا هينزل علي ابراج السعودين قريب #اسيوط ومحدش يسالني ليه الحق امشي انا بقي,neutral
2965,"#فرش_وغطا حصل منذ قليل على الجائزة الكبرى بمهرجان مونبلييه آخر فيلم مصري حصل عليها كان الفيلم الجميل ""الأبواب المغلقة"" سنة 1…	OBJ",
2969,كن شريفاً امينا ً لا لأن الناس يستحقون الشرف والأمانة بل لأنك انت لا تستحق الضعة والخيانة #عباس العقاد,neutral
2970,"#توقف_الواتساب تخيلو يوقفون النت و يوقفون البيبي ""̮ وترجع الاسره لبعض ""̮ و يلتم شمل العايله ""̮ وننام الساعه12 ""̮ اع…	OBJ",
2974,لابد من التوجيه التحيه الى حزب البناء و التنميه ( الجماعه الاسلاميه ) الذى تنازل عن نصيبه فى التاسيسيه من اجل احداث ال,positive
2980,الضيوف على القنوات التونسية الرسمية انفك لسانهم فجأة نفسي أصدق أنها مش عملية تنفيس محترفة # #,neutral
2981,بيعتوا حريتكم عشان تعيشوا وتاكلوا بس حتى دي استخسروها فيكوا :)) #غلاء_الغاز ومن بعده #البنزين ومش هتقدروا تفتحوا بئكوا,negative
2984,المشكلة هي في أنصار الجدل العقيم، المشكلة هي في أحزاب وتيارات تريد دستورا رجعيا بنتقص من الحقوق والحريات باسم خطر متوهم هو مخالفة الشريعة,negative
2985,"شاهد ""ملخص الحلقات السابقه #برنامج_البرنامج عن اختراع #الجيش "" على :	OBJ",
2986,شكرًا يا دكتوره هبه,positive
2989,#البيض_يتمثل_فى الي يعمل فولو و لما اعمل الباك يعمل انفولو,negative
2990,#فيفي_عبده_الام_المثالية اصلا صارت كلمة مثاليه الحين سبه عجبكم كذا طيب امشي يابن المثاليه ههههههههههههههههه زمن حسبي لله على رجاله,negative
2995,"#الميدان| أعلنت الحملة المركزية لدعم ""السيسي"" بالدقهلية، أمس، انتخاب فودة، البرلماني السابق عن الحزب الوطني	OBJ",
2996,قبائل على بالمنطقة الغربية ممتدة لداخل العمق الليبى ومتعاطفين مع الاسلاميين ولم يايدوا #مبارك او #العسكر بعد #ثورة_يناير ويمكن ان يلعبوا دور,neutral
2998,ألف مبروك,positive
2999,حين نناقش قرار للحكومة نتحيز له بحجة :بلاد بره كلها بتنام بدري،تيجي لاطلاق حرية العقيدة: احنا مالنا ببلاد برة؟,neutral
3001,واحد بيطبل بقاله 3 سنين وفي الأخر مش عايزينه يبقى في حملة #السيسي؟ الراجل إجتهد و صوابعه ورمت،،عن #حازم_عبد_العظيم أتحدث !!,negative
